"Year","AHA.ID","Medicare.Provider.ID","Hospital.Name","Address.1.(physical)","City.Name.(physical)","State.(physical)","Zip.code.(physical)","Beginning.of.reporting.period","Days.open.during.reporting.period","End.of.reporting.period","Open.12.full.months.before.end.of.reporting.period","System.member","System.ID","System.Name","System.City","System.State","System.Zip","Total.hospital.beds","Admissions","Inpatient.Days","Surgical.operations.(inpatient)","Emergency.room.visits","Other.outpatient.visits.(non.ER)","Surgical.operations.(outpatient)","Total.outpatient.visits","Total.Medicaid.days","Total.Medicaid.discharges","Total.Medicare.days","Total.Medicare.discharges","Paid.on.capitated.basis","Paid.on.shared.risk.basis","Physicians.and.dentists.(FT)","Total.personnel.(FT)","Total.(NE)","Total.(TE)","Total.(TG)","Total.(TC)","Total.(TP)"
"2011","6340680","490012","Lee Regional Medical Center","1800 Combs Road","Pennington Gap","VA","24277-1808","",0,"","","Y","5990188","Wellmont Health System","Kingsport","TN","37660-5882",52,2388,10385,243,7755,31308,768,39063,2761,419,4509,1174,"","",4,202,"","","","",""
"2011","6340690","","Central State Hospital","26317 West Washington Street","Petersburg","VA","23803","7/1/2010",365,"6/30/2011","Y","Y","5990012","Virginia Department of Mental Health","Richmond","VA","23219",277,484,88418,0,0,0,0,0,0,0,0,0,"0","0",15,693,"0","17","0","0","17"
"2011","634069A","494022","Poplar Springs Hospital","350 Poplar Drive","Petersburg","VA","23805-9367","1/1/2011",365,"12/31/2011","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-0958",183,2172,45788,0,0,0,0,0,13422,562,11070,494,"","",3,211,"","","","",""
"2011","6340710","490067","Southside Regional Medical Center","200 Medical Park Boulevard","Petersburg","VA","23805","1/1/2011",365,"12/31/2011","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",300,12753,63958,5209,54434,57536,7383,111970,7779,1988,31631,5216,"0","0",22,1190,"119","22","69","0","210"
"2011","6340740","490017","Bon Secours Maryview Medical Center","3636 High Street","Portsmouth","VA","23707-3270","9/1/2010",365,"8/31/2011","Y","Y","5995085","Bon Secours Health System, Inc.","Marriottsville","MD","21104-1399",466,13233,106126,3348,76371,69138,4896,145509,27503,2061,51713,6193,"1","0",58,1661,"248","66","110","13","437"
"2011","6340750","","Naval Medical Center","620 John Paul Jones Circle","Portsmouth","VA","23708-2197","",0,"","","Y","5999655","Bureau of Medicine and Surgery, Department of the Navy","Washington","DC","20372-5300",274,17874,55410,2060,77029,1397210,2324,1474239,0,0,0,0,"","",0,4755,"","","","",""
"2011","6340760","490116","LewisGale Hospital at Pulaski","2400 Lee Highway","Pulaski","VA","24301-0759","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",54,2542,11701,485,19175,32001,1228,51176,1008,372,7974,1375,"","",2,292,"","","","",""
"2011","6340780","490042","Carilion New River Valley Medical Center","2900 Lamb Circle","Christiansburg","VA","24073-5041","10/1/2010",365,"9/30/2011","Y","Y","5990070","Carilion Clinic","Roanoke","VA","24014",146,7837,30420,2076,32003,53205,7615,85208,6132,2180,16032,3577,"0","0",2,720,"0","6","0","0","6"
"2011","6340800","490060","Clinch Valley Medical Center","6801 Governor G C Peery Highway","Richlands","VA","24641-2194","1/1/2011",365,"12/31/2011","Y","Y","5990180","LifePoint Hospitals, Inc.","Brentwood","TN","37027",111,4795,18468,911,18588,44840,3207,63428,3607,1306,12363,2693,"0","0",4,425,"24","3","8","2","37"
"2011","6340830","493302","Children's Hospital of Richmond at VCU-Brook Road Campus","2924 Brook Road","Richmond","VA","23220-1298","",0,"","","","","","","","",36,534,5844,289,0,33345,1299,33345,858,88,3426,284,"","",6,207,"","","","",""
"2011","6340860","490032","VCU Health System","1250 East Marshall Street","Richmond","VA","23219","7/1/2010",365,"6/30/2011","Y","","","","","","",747,31412,198052,10529,84291,560683,9585,644974,56864,9338,60941,8902,"0","0",0,6362,"292","0","506","0","798"
"2011","6340890","490094","Bon Secours-Richmond Community Hospital","1500 North 28th Street","Richmond","VA","23223-5396","9/1/2010",365,"8/31/2011","Y","Y","5995085","Bon Secours Health System, Inc.","Marriottsville","MD","21104-1399",101,2854,15103,64,31919,16663,363,48582,3498,635,6584,1084,"","",4,195,"","","","",""
"2011","6340896","490069","Bon Secours Memorial Regional Medical Center","8260 Atlee Road","Mechanicsville","VA","23116-1844","",0,"","","Y","5995085","Bon Secours Health System, Inc.","Marriottsville","MD","21104-1399",234,13777,61880,2309,30064,116180,4139,146244,12753,2585,30237,6196,"","",29,1173,"","","","",""
"2011","6340921","490059","Bon Secours St. Mary's Hospital","5801 Bremo Road","Richmond","VA","23226-1907","9/1/2010",365,"8/31/2011","Y","Y","5995085","Bon Secours Health System, Inc.","Marriottsville","MD","21104-1399",391,22283,99153,6611,65757,92602,10995,158359,13875,2771,38132,7429,"0","0",58,1536,"884","97","100","0","1081"
"2011","6340930","493025","Sheltering Arms Rehabilitation Hospital","8254 Atlee Road","Mechanicsville","VA","23116-1844","10/1/2010",365,"9/30/2011","Y","","","","","","",68,1751,21852,0,0,81390,0,81390,1018,61,15791,1306,"0","93",8,444,"","","","",""
"2011","6340960","","Hunter Holmes McGuire Veterans Affairs Medical Center","1201 Broad Rock Boulevard","Richmond","VA","23249-0002","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",317,5145,87650,234,13517,405967,1636,419484,0,0,0,0,"","",88,1879,"","","","",""
"2011","6341040","490024","Carilion Medical Center","Belleview at Jefferson Street","Roanoke","VA","24014","10/1/2010",365,"9/30/2011","Y","Y","5990070","Carilion Clinic","Roanoke","VA","24014",624,34908,181179,12016,70936,145292,15203,216228,47280,7660,80368,15353,"0","0",334,4854,"265","364","89","0","718"
"2011","6341060","","Veterans Affairs Medical Center","1970 Roanoke Boulevard","Salem","VA","24153-6478","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",298,7653,70131,1786,24565,645855,3286,670420,0,0,0,0,"","",86,2391,"","","","",""
"2011","6341063","490089","Carilion Franklin Memorial Hospital","180 Floyd Avenue","Rocky Mount","VA","24151-1389","10/1/2010",365,"9/30/2011","Y","Y","5990070","Carilion Clinic","Roanoke","VA","24014",32,1752,5947,316,23111,15229,1086,38340,997,363,3772,1033,"0","0",0,204,"","","","",""
"2011","6341075","490013","Halifax Regional Health System","2204 Wilborn Avenue","South Boston","VA","24592-1638","9/1/2010",365,"8/31/2011","Y","","","","","","",390,4411,137821,1460,27920,36172,6364,64092,85251,896,29029,3222,"0","1",4,607,"0","26","0","43","69"
"2011","6341085","490098","Community Memorial Healthcenter","125 Buena Vista Circle","South Hill","VA","23970-0090","7/1/2010",365,"6/30/2011","Y","","","","","","",284,5290,67125,661,21688,108088,4799,129776,35896,803,20385,2993,"0","0",11,632,"14","11","4","5","34"
"2011","6341100","","Commonwealth Center for Children and Adolescents","1355 Richmond Road","Staunton","VA","24401-1091","",0,"","","Y","5990012","Virginia Department of Mental Health","Richmond","VA","23219",48,284,12538,18,1115,6851,63,7966,0,0,0,0,"","",1,118,"","","","",""
"2011","6341120","490106","Western State Hospital","1301 Richmond Avenue","Staunton","VA","24401","",0,"","","Y","5990012","Virginia Department of Mental Health","Richmond","VA","23219",260,4585,65868,0,0,53100,0,53100,0,0,0,0,"","",13,510,"","","","",""
"2011","6341136","491306","Pioneer Community Hospital of Patrick County","18688 Jeb Stuart Highway","Stuart","VA","24171-1559","",0,"","","Y","5990326","Pioneer Health Services","Magee","MS","39111",25,419,2112,164,1924,5154,560,7078,125,38,1486,251,"","",1,71,"","","","",""
"2011","6341145","490119","Sentara Princess Anne Hospital","2025 Glenn Mitchell Drive","Virginia Beach","VA","23456-0178","8/4/2011",365,"12/31/2011","Y","Y","5992565","Sentara Healthcare","Norfolk","VA","23502-3819",160,8529,35585,1986,66574,140298,3949,206872,4363,1669,15761,2932,"0","0",0,761,"478","0","30","9","517"
"2011","6341153","490044","Sentara Obici Hospital","2800 Godwin Boulevard","Suffolk","VA","23434-4323","1/1/2011",365,"12/31/2011","Y","Y","5992565","Sentara Healthcare","Norfolk","VA","23502-3819",168,8825,36016,2053,68569,232354,2529,300923,5031,1786,20389,4339,"0","0",0,824,"0","0","143","215","358"
"2011","6341161","490084","Riverside Tappahannock Hospital","618 Hospital Road","Tappahannock","VA","22560-5000","1/1/2011",365,"12/31/2011","Y","Y","5994810","Riverside Health System","Newport News","VA","23606",17,1874,5889,369,18855,38041,937,56896,374,149,3765,1107,"0","0",0,168,"58","67","35","0","160"
"2011","6341162","490057","Sentara Virginia Beach General Hospital","1060 First Colonial Road","Virginia Beach","VA","23454-3002","1/1/2011",365,"12/31/2011","Y","Y","5992565","Sentara Healthcare","Norfolk","VA","23502-3819",234,13942,75542,4314,64587,241600,6198,306187,7489,1444,43487,7056,"0","0",0,1185,"222","43","206","3","474"
"2011","6341165","490023","Fauquier Hospital","500 Hospital Drive","Warrenton","VA","20186-3099","10/1/2010",365,"9/30/2011","Y","","","","","","",86,5595,22451,1382,33100,76858,3325,109958,2029,619,12505,2611,"0","0",0,652,"114","9","95","0","218"
"2011","6341175","490117","Carilion Tazewell Community Hospital","141 Ben Bolt Avenue","Tazewell","VA","24651-9700","10/1/2010",365,"9/30/2011","Y","Y","5990070","Carilion Clinic","Roanoke","VA","24014",7,639,1740,1,9446,4714,335,14160,197,69,1308,454,"0","0",0,74,"4","8","4","1","17"
"2011","6341190","490109","Eastern State Hospital","4601 Ironbound Road","Williamsburg","VA","23188-2652","",0,"","","Y","5990012","Virginia Department of Mental Health","Richmond","VA","23219",300,846,102316,0,0,0,0,0,0,0,0,0,"","",17,767,"","","","",""
"2011","6341195","490066","Sentara Williamsburg Regional Medical Center","100 Sentara Circle","Williamsburg","VA","23188-5713","1/1/2011",365,"12/31/2011","Y","Y","5992565","Sentara Healthcare","Norfolk","VA","23502-3819",145,8150,32377,1613,41121,173115,4235,214236,3182,966,20099,4316,"0","0",0,605,"141","81","80","0","302"
"2011","6341200","490005","Winchester Medical Center","1840 Amherst Street","Winchester","VA","22601-2540","1/1/2011",365,"12/31/2011","Y","Y","5990128","Valley Health System","Winchester","VA","22601-2889",459,25001,116854,5479,66452,303519,5623,369971,11856,2641,64896,12889,"0","0",30,2487,"254","30","95","0","380"
"2011","6341210","490113","Sentara Northern Virginia Medical Center","2300 Opitz Boulevard","Woodbridge","VA","22191-3399","1/1/2011",365,"12/31/2011","Y","Y","5992565","Sentara Healthcare","Norfolk","VA","23502-3819",169,10251,39885,2083,61118,52078,6795,113196,8447,2969,16730,3310,"0","0",0,947,"288","0","86","0","374"
"2011","6341215","491305","Shenandoah Memorial Hospital","759 South Main Street","Woodstock","VA","22664-1127","1/1/2011",365,"12/31/2011","Y","Y","5990128","Valley Health System","Winchester","VA","22601-2889",18,1759,5803,567,16848,64594,1993,81442,377,114,3679,1115,"0","0",2,244,"15","0","12","3","30"
"2011","6341220","","Hallmark Youthcare - Richmond","12800 West Creek Parkway","Richmond","VA","23238-1116","1/1/2011",365,"12/31/2011","Y","","","","","","",84,121,21723,0,0,2890,0,2890,0,0,0,0,"","",4,253,"","","","",""
"2011","6341230","490111","Wythe County Community Hospital","600 West Ridge Road","Wytheville","VA","24382-1099","1/1/2011",365,"12/31/2011","Y","Y","5990180","LifePoint Hospitals, Inc.","Brentwood","TN","37027",90,2412,7159,641,16209,43885,3202,60094,1169,568,4552,1262,"0","0",0,253,"19","6","8","2","35"
"2011","6344000","490009","University of Virginia Medical Center","1215 Lee Street","Charlottesville","VA","22908-0001","7/1/2010",365,"6/30/2011","Y","Y","5990860","UVA Health System","Charlottesville","VA","22908-0816",570,28041,165646,12429,58595,1576689,53861,1635284,41119,5469,64223,10775,"0","0",0,5490,"","","","","874"
"2011","6348005","494023","Dominion Hospital","2960 Sleepy Hollow Road","Falls Church","VA","22044-2030","",0,"","","Y","5990048","HCA","Nashville","TN","37203-1548",100,2683,27094,7,0,31250,50,31250,7942,694,6550,610,"","",4,221,"","","","",""
"2011","6349040","","Woodrow Wilson Rehabilitation Center","","Fishersville","VA","22939-1500","",0,"","","","","","","","",30,440,3779,0,0,12221,0,12221,720,78,1876,237,"","",3,133,"","","","",""
"2011","6349172","492011","Transitional Care Hospital","2965 Ivy Rd (250 West)","Charlottesville","VA","22903-9330","8/4/2010",330,"6/30/2011","N","Y","5990860","UVA Health System","Charlottesville","VA","22908-0816",20,61,2220,0,0,0,0,0,0,0,0,0,"0","0",0,53,"","","","","238"
"2011","6350002","513028","HEALTHSOUTH Huntington Rehabilitation Hospital","6900 West Country Club Drive","Huntington","WV","25705-2000","1/1/2011",365,"12/31/2011","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243",52,1121,16406,0,0,0,0,0,0,0,14488,1021,"0","0",0,112,"32","0","0","3","35"
"2011","6350005","513030","HEALTHSOUTH MountainView Regional Rehabilitation Hospital","1160 Van Voorhis Road","Morgantown","WV","26505-3437","1/1/2011",365,"12/31/2011","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243",80,1602,24108,0,0,8345,0,8345,765,24,16954,1258,"96","4",0,195,"49","0","21","0","70"
"2011","6350006","510070","Raleigh General Hospital","1710 Harper Road","Beckley","WV","25801-3397","1/1/2011",365,"12/31/2011","Y","Y","5990180","LifePoint Hospitals, Inc.","Brentwood","TN","37027",229,12461,58217,4162,50648,56261,8622,106909,13091,3625,36253,6631,"0","0",5,900,"112","5","59","0","176"
"2011","6350007","510001","West Virginia University Hospitals","1 Medical Center Drive","Morgantown","WV","26506-4749","1/1/2011",365,"12/31/2011","Y","Y","5990119","West Virginia United Health System","Fairmont","WV","26554",509,25709,153768,8125,43576,554950,10279,598526,52657,6668,56167,9327,"0","0",3,3473,"0","8","484","0","492"
"2011","6350008","512002","Select Specialty Hospital-Charleston","333 Laidley Street","Charleston","WV","25322","1/1/2011",365,"12/31/2011","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055",32,409,10856,0,0,0,0,0,23,1,8551,337,"0","0",0,92,"56","0","6","0","62"
"2011","6350009","512003","Cornerstone Hospital of Huntington","2900 First Avenue, Two East","Huntington","WV","25702","",0,"","","Y","5990905","Cornerstone Healthcare Group","Dallas","TX","75201-2708",28,372,8613,0,0,1,0,1,511,34,6058,223,"","",0,46,"","","","",""
"2011","6350011","513025","Peterson Rehabilitation Hospital","Homestead Avenue","Wheeling","WV","26003","1/1/2011",365,"12/31/2011","Y","","","","","","",172,873,55385,0,0,3330,0,3330,31605,81,17572,698,"0","0",0,140,"43","0","0","1","44"
"2011","6350035","510062","Beckley ARH Hospital","306 Stanaford Road","Beckley","WV","25801-3142","7/1/2010",365,"6/30/2011","Y","Y","5990145","Appalachian Regional Healthcare, Inc.","Lexington","KY","40505-4810",167,7511,43194,863,23399,55168,2582,78567,4901,1031,16673,3189,"0","0",13,457,"77","17","39","0","133"
"2011","6350055","","Veterans Affairs Medical Center","200 Veterans Avenue","Beckley","WV","25801-6499","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",90,3043,22580,808,11139,327803,2613,338942,0,0,0,0,"","",53,1186,"","","","",""
"2011","6350060","511309","War Memorial Hospital","One Healthy Way","Berkeley Springs","WV","25411","1/1/2011",365,"12/31/2011","Y","Y","5990128","Valley Health System","Winchester","VA","22601-2889",41,494,8931,16,6057,31357,203,37414,5258,18,2883,398,"0","0",1,114,"15","6","9","0","30"
"2011","6350070","510071","Bluefield Regional Medical Center","500 Cherry Street","Bluefield","WV","24701-3390","1/1/2011",365,"12/31/2011","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",240,5813,22958,2126,33778,49417,4110,83195,4018,1347,14606,3113,"0","0",0,585,"50","23","56","0","129"
"2011","6350110","510053","St. Joseph's Hospital of Buckhannon","1 Amalia Drive","Buckhannon","WV","26201-2222","10/1/2010",365,"9/30/2011","Y","Y","5995235","Pallottine Health Services","Huntington","WV","25702",69,1403,10503,566,23211,76375,3621,99586,5051,277,2773,683,"0","0",12,326,"27","13","28","2","70"
"2011","6350120","510022","Charleston Area Medical Center","501 Morris Street","Charleston","WV","25301-1300","1/1/2011",365,"12/31/2011","Y","Y","5990955","Charleston Area Medical Center Health System, Inc.","Charleston","WV","25301-1300",795,37605,202763,16824,76103,486751,22576,562854,43738,7905,109627,18299,"1","0",93,4953,"268","112","131","9","520"
"2011","6350180","510031","Saint Francis Hospital","333 Laidley Street","Charleston","WV","25301-1628","10/1/2010",365,"9/30/2011","Y","Y","5990643","Thomas Health System, Inc.","South Charleston","WV","25309-1311",142,3775,20972,2552,15095,72426,17915,87521,1845,378,15740,2409,"0","0",6,592,"188","5","48","0","241"
"2011","6350200","510059","Eye and Ear Clinic of Charleston","1306 Kanawha Boulevard East","Charleston","WV","25301-3001","1/1/2011",365,"12/31/2011","Y","","","","","","",21,3,6,3,0,11357,7971,11357,2,0,2,2,"0","0",0,69,"32","0","17","0","49"
"2011","6350215","514001","Highland Hospital","300 56th Street SE","Charleston","WV","25304-2361","10/1/2010",365,"9/30/2011","Y","","","","","","",58,1300,13164,0,0,1924,0,1924,5614,468,2848,265,"0","0",1,208,"4","2","5","1","12"
"2011","6350220","510006","United Hospital Center","327 Medical Park Drive","Bridgeport","WV","26330-9006","1/1/2011",365,"12/31/2011","Y","Y","5990119","West Virginia United Health System","Fairmont","WV","26554",264,13108,71732,4420,53965,359402,8628,413367,9645,2102,46272,7166,"0","0",38,1364,"88","26","22","1","137"
"2011","6350245","","Louis A. Johnson Veterans Affairs Medical Center","1 Medical Center Drive","Clarksburg","WV","26301-4199","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",71,2401,17813,638,8787,258600,2061,267387,0,0,0,0,"","",42,936,"","","","",""
"2011","6350270","510030","Davis Memorial Hospital","Gorman Avenue and Reed Street","Elkins","WV","26241","1/1/2011",365,"12/31/2011","Y","Y","5990864","Davis Health System","Elkins","WV","26241",90,4791,16702,1006,27039,109137,2702,136176,2567,875,11134,2778,"","",18,550,"","","","","238"
"2011","6350295","511308","Braxton County Memorial Hospital","100 Hoylman Drive","Gassaway","WV","26624-9320","1/1/2011",365,"12/31/2011","Y","","","","","","",25,346,1003,7,11368,30089,925,41457,40,20,800,254,"0","0",1,131,"0","9","0","0","9"
"2011","6350300","510047","Fairmont General Hospital","1325 Locust Avenue","Fairmont","WV","26554-1435","1/1/2011",365,"12/31/2011","Y","","","","","","",116,5010,29545,288,35147,152369,2893,187516,6305,1402,16448,2644,"0","0",0,578,"30","20","16","1","67"
"2011","6350310","510013","Reynolds Memorial Hospital","800 Wheeling Avenue","Glen Dale","WV","26038-1697","10/1/2010",365,"9/30/2011","Y","","","","","","",127,2820,17137,658,12488,64951,1228,77439,1344,342,13655,1971,"0","0",9,285,"50","9","6","2","67"
"2011","6350315","511307","Grafton City Hospital","500 Market Street","Grafton","WV","26354-1187","7/1/2010",365,"6/30/2011","Y","","","","","","",101,742,28319,5,6310,38469,285,44779,17171,166,3839,481,"0","0",0,159,"","","","",""
"2011","6350317","511303","Minnie Hamilton HealthCare Center","186 Hospital Drive","Grantsville","WV","26147","1/1/2011",365,"12/31/2011","Y","","","","","","",42,332,9529,0,1906,60245,0,62151,6674,32,1425,240,"0","0",6,205,"0","9","17","0","26"
"2011","6350325","511310","Summers County ARH Hospital","Terrace Street","Hinton","WV","25951-2407","7/1/2010",365,"6/30/2011","Y","Y","5990145","Appalachian Regional Healthcare, Inc.","Lexington","KY","40505-4810",61,730,7186,5,6479,19569,72,26048,340,64,21229,639,"0","0",5,100,"11","7","8","0","26"
"2011","6350345","510055","Cabell Huntington Hospital","1340 Hal Greer Boulevard","Huntington","WV","25701-0195","10/1/2010",365,"9/30/2011","Y","","","","","","",303,24942,80357,5478,53862,418230,14973,472092,18857,7051,21594,4648,"0","0",27,1802,"354","33","0","0","387"
"2011","6350370","514008","River Park Hospital","1230 Sixth Avenue","Huntington","WV","25701-2312","1/1/2011",365,"12/31/2011","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-0958",147,1452,48342,0,0,0,0,0,29830,403,6377,388,"0","0",4,286,"4","6","6","6","22"
"2011","6350380","514009","Mildred Mitchell-Bateman Hospital","1530 Norway Avenue","Huntington","WV","25705-1358","7/1/2010",365,"6/30/2011","Y","","","","","","",110,563,38082,0,0,0,0,0,0,0,0,0,"1","0",6,268,"","","","",""
"2011","6350400","510007","St. Mary's Medical Center","2900 First Avenue","Huntington","WV","25702-1272","10/1/2010",365,"9/30/2011","Y","Y","5995235","Pallottine Health Services","Huntington","WV","25702",375,17440,94632,4809,70807,189805,5140,260612,16040,2618,53422,9667,"0","0",0,2061,"282","32","10","0","324"
"2011","6350410","","Veterans Affairs Medical Center","1540 Spring Valley Drive","Huntington","WV","25704-9300","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",80,2705,20071,718,9901,291381,2323,301282,0,0,0,0,"","",47,1055,"","","","",""
"2011","6350415","510085","CAMC Teays Valley Hospital","1400 Hospital Drive","Hurricane","WV","25526-9202","1/1/2011",365,"12/31/2011","Y","Y","5990955","Charleston Area Medical Center Health System, Inc.","Charleston","WV","25301-1300",70,2728,13750,1753,17548,62667,3792,80215,1065,211,9802,1791,"0","0",2,271,"53","2","57","0","112"
"2011","6350420","511315","Potomac Valley Hospital","100 Pin Oak Lane","Keyser","WV","26726-2699","7/1/2010",365,"6/30/2011","Y","Y","5990208","Mid Atlantic Health Management, Inc.","Stevensville","MD","21666-2504",25,804,3369,60,13394,42183,1383,55577,190,65,2577,551,"0","0",0,170,"","","","",""
"2011","6350425","511312","Preston Memorial Hospital","300 South Price Street","Kingwood","WV","26537-1495","1/1/2011",365,"12/31/2011","Y","","","","","","",25,790,3487,191,9842,40234,717,50076,389,124,2635,499,"0","0",9,201,"6","9","0","4","19"
"2011","6350450","510048","Logan Regional Medical Center","20 Hospital Drive","Logan","WV","25601-3473","1/1/2011",365,"12/31/2011","Y","Y","5990180","LifePoint Hospitals, Inc.","Brentwood","TN","37027",129,6461,30357,1761,33299,63679,5321,96978,6338,1737,20128,3717,"0","0",16,518,"0","0","0","0","110"
"2011","6350468","511313","Boone Memorial Hospital","701 Madison Avenue","Madison","WV","25130-1699","7/1/2010",365,"6/30/2011","Y","","","","","","",25,517,3575,20,13939,39687,433,53626,157,63,2017,267,"0","0",0,167,"32","0","0","9","43"
"2011","6350480","511314","Pocahontas Memorial Hospital","","Buckeye","WV","24924","7/1/2010",365,"6/30/2011","Y","","","","","","",25,269,1076,0,3724,12172,0,15896,46,21,876,158,"0","0",2,85,"1","0","49","0","50"
"2011","6350485","510008","City Hospital","2500 Hospital Drive","Martinsburg","WV","25401-3402","1/1/2011",365,"12/31/2011","Y","Y","5990119","West Virginia United Health System","Fairmont","WV","26554",171,8002,34353,1844,48297,141282,6621,189579,6955,1688,18547,3687,"0","0",0,597,"102","0","24","10","136"
"2011","6350510","","Veterans Affairs Medical Center","510 Butler Avenue","Martinsburg","WV","25401-0205","",0,"","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420",241,6189,56716,1445,19867,522319,2657,542186,0,0,0,0,"","",69,1934,"","","","",""
"2011","6350540","511318","Montgomery General Hospital","401 Sixth Avenue","Montgomery","WV","25136-0270","1/1/2011",365,"12/31/2011","Y","","","","","","",69,820,15470,62,9419,52413,1118,61832,6453,92,7398,653,"3","0",5,176,"21","12","0","0","33"
"2011","6350555","510024","Monongalia General Hospital","1200 J D Anderson Drive","Morgantown","WV","26505-3486","7/1/2010",365,"6/30/2011","Y","","","","","","",175,9853,42110,3684,31217,128232,11114,159449,2877,823,25175,5169,"0","0",14,1078,"89","21","6","0","116"
"2011","6350580","510072","Wetzel County Hospital","3 East Benjamin Drive","New Martinsville","WV","26155-2758","7/1/2010",365,"6/30/2011","Y","","","","","","",44,1202,6230,51,12584,85132,1108,97716,300,94,4946,850,"0","0",7,185,"36","9","55","4","104"
"2011","6350590","511317","Plateau Medical Center","430 Main Street","Oak Hill","WV","25901-3455","1/1/2011",365,"12/31/2011","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",25,1517,5737,460,14325,31966,1566,46291,711,187,4167,1046,"0","0",6,203,"11","7","44","1","63"
"2011","6350600","510058","Camden Clark Medical Center","800 Garfield Avenue","Parkersburg","WV","26101-5378","1/1/2011",365,"12/31/2011","Y","Y","5990119","West Virginia United Health System","Fairmont","WV","26554",435,15862,76624,4310,76696,260257,13168,336953,10729,2805,53153,9353,"0","0",11,1569,"132","16","74","0","222"
"2011","6350615","513027","HEALTHSOUTH Western Hills Rehabilitation Hospital","3 Western Hills Drive","Parkersburg","WV","26105-8122","1/1/2011",365,"12/31/2011","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243",50,1258,15602,0,0,16590,0,16590,14,1,14648,1206,"0","0",0,119,"32","0","0","4","36"
"2011","6350625","511316","Grant Memorial Hospital","117 Hospital Drive","Petersburg","WV","26847","7/1/2010",365,"6/30/2011","Y","","","","","","",41,1758,9301,348,12764,57861,878,70625,1033,364,7157,1096,"0","0",1,246,"11","1","14","0","26"
"2011","6350630","511300","Broaddus Hospital","1 Healthcare Drive","Philippi","WV","26416-1051","1/1/2011",365,"12/31/2011","Y","Y","5990864","Davis Health System","Elkins","WV","26241",72,403,23355,0,8118,15395,0,23513,16887,58,3302,279,"0","0",0,130,"11","0","25","0","36"
"2011","6350635","510012","Pleasant Valley Hospital","2520 Valley Drive","Point Pleasant","WV","25550-2083","10/1/2010",365,"9/30/2011","Y","","","","","","",201,3050,43730,636,17435,187756,2349,205191,29510,837,8618,1695,"0","0",18,538,"12","20","0","0","32"
"2011","6350642","510046","Princeton Community Hospital","122 12th Street","Princeton","WV","24740-2352","7/1/2010",365,"6/30/2011","Y","","","","","","",230,8898,40880,1619,46654,150097,5139,196751,9127,1955,22980,4384,"0","0",5,890,"95","6","55","0","156"
"2011","6350645","511319","Jefferson Memorial Hospital","300 South Preston Street","Ranson","WV","25438-1699","1/1/2011",365,"12/31/2011","Y","Y","5990119","West Virginia United Health System","Fairmont","WV","26554",25,1793,5436,544,28448,43913,2473,72361,1031,394,2697,724,"0","0",0,225,"62","0","32","1","95"
"2011","6350650","513026","HEALTHSOUTH Southern Hills Rehabilitation Hospital","120 Twelfth Street","Princeton","WV","24740-2312","1/1/2011",365,"12/31/2011","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243",42,804,9915,0,0,4196,0,4196,24,3,8937,611,"0","0",0,101,"","","","","17"
"2011","6350672","510018","Jackson General Hospital","122 Pinnell Street","Ripley","WV","25271-9101","10/1/2010",365,"9/30/2011","Y","","","","","","",36,1279,6035,165,12623,33008,1511,45631,429,113,3657,870,"0","0",6,256,"20","6","43","3","72"
"2011","6350675","511311","Hampshire Memorial Hospital","363 Sunrise Boulevard","Romney","WV","26757","1/1/2011",365,"12/31/2011","Y","Y","5990128","Valley Health System","Winchester","VA","22601-2889",44,440,13109,10,9077,28832,254,37909,9099,54,2324,292,"0","0",3,127,"4","5","9","1","19"
"2011","6350680","510002","Greenbrier Valley Medical Center","202 Maplewood Avenue","Ronceverte","WV","24970-0497","1/1/2011",365,"12/31/2011","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325",113,4152,17226,1154,23480,33587,6776,57067,2479,1245,11609,2385,"0","0",13,445,"65","14","35","2","116"
"2011","6350710","510029","Thomas Memorial Hospital","4605 MacCorkle Avenue SW","South Charleston","WV","25309-1398","10/1/2010",365,"9/30/2011","Y","Y","5990643","Thomas Health System, Inc.","South Charleston","WV","25309-1311",241,9566,49372,2319,28535,150050,14164,178585,8542,2091,31653,5136,"0","0",5,975,"234","5","65","0","304"
