"a_Name","actual","fit","resid","mad","mape","p"
"Children's Hospital Los Angeles (CA)",829343999.999999,734653076.245285,-94690923.754714,36294646.4209559,0.0535991733812025,0.946400826618798
"Children's Hospital Los Angeles (CA)",797199999.999999,789838147.923465,-7361852.07653391,36294646.4209559,0.0535991733812025,0.946400826618798
"Children's Hospital Los Angeles (CA)",836042000,849386807.329068,13344807.3290676,36294646.4209559,0.0535991733812025,0.946400826618798
"Children's Hospital of Alabama",521286223.999999,521286223.999649,-0.000349998474121094,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Hospital of Alabama",545810100.999999,583829529.441205,38019428.4412061,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Hospital of Alabama",648815616.000001,609500794.041692,-39314821.9583092,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Hospital of Alabama",664654875.000001,636359210.310728,-28295664.6892729,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Hospital of Alabama",650051359,664462258.038339,14410899.0383385,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Hospital of Alabama",693388273.999999,693870320.334617,482046.334618688,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Hospital of Alabama",713138432,724646836.118095,11508404.1180946,18861609.2257414,0.0302607643892342,0.969739235610766
"Children's Mercy Hospital (MO)",663274000,663274000.000221,0.000221490859985352,7186293.78027582,0.00789485597801621,0.992105144021984
"Children's Mercy Hospital (MO)",712645000,719979677.320565,7334677.32056427,7186293.78027582,0.00789485597801621,0.992105144021984
"Children's Mercy Hospital (MO)",784989000,787582948.537097,2593948.53709662,7186293.78027582,0.00789485597801621,0.992105144021984
"Children's Mercy Hospital (MO)",874915000,861874206.438005,-13040793.5619953,7186293.78027582,0.00789485597801621,0.992105144021984
"Children's Mercy Hospital (MO)",955661000,943547414.158056,-12113585.841944,7186293.78027582,0.00789485597801621,0.992105144021984
"Children's Mercy Hospital (MO)",1026943000,1033371782.26271,6428782.26270616,7186293.78027582,0.00789485597801621,0.992105144021984
"Children's Mercy Hospital (MO)",1123408000,1132200268.9374,8792268.93740296,7186293.78027582,0.00789485597801621,0.992105144021984
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",564349456,564349455.999934,-6.61611557006836e-05,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",599618225.000001,600687396.183317,1069171.18331623,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",645225927,644743356.617583,-482570.382417083,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",706172736.000001,692202020.003537,-13970715.9964638,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",725751759,743338891.512826,17587132.5128263,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",793933850,798452774.223316,4518924.22331583,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)",867180757.999999,857867820.50588,-9312937.49411941,6705921.6846464,0.00899697606942545,0.991003023930575
"Children’s National Medical Center (DC)",745809999.999999,745809999.999777,-0.000222563743591309,3179469.71972891,0.00363787116649263,0.996362128833507
"Children’s National Medical Center (DC)",794230000.000001,790039680.760975,-4190319.23902678,3179469.71972891,0.00363787116649263,0.996362128833507
"Children’s National Medical Center (DC)",835516000,838603588.257981,3087588.25798106,3179469.71972891,0.00363787116649263,0.996362128833507
"Children’s National Medical Center (DC)",883934000,890307363.188761,6373363.18876064,3179469.71972891,0.00363787116649263,0.996362128833507
"Children’s National Medical Center (DC)",949625000.000001,945363588.292801,-4261411.70719922,3179469.71972891,0.00363787116649263,0.996362128833507
"Children’s National Medical Center (DC)",1005164000,1003999864.07482,-1164135.92518318,3179469.71972891,0.00363787116649263,0.996362128833507
"Christ Hospital Health Network (The) (OH)",601955999.999999,601956000.000183,0.000183939933776855,6646776.20352335,0.009094178702058,0.990905821297942
"Christ Hospital Health Network (The) (OH)",643097000,656394410.983205,13297410.9832045,6646776.20352335,0.009094178702058,0.990905821297942
"Christ Hospital Health Network (The) (OH)",708714999.999999,697654395.991293,-11060604.0087063,6646776.20352335,0.009094178702058,0.990905821297942
"Christ Hospital Health Network (The) (OH)",751503999.999999,741643669.542973,-9860330.45702672,6646776.20352335,0.009094178702058,0.990905821297942
"Christ Hospital Health Network (The) (OH)",787240000,788551369.043199,1311369.04319942,6646776.20352335,0.009094178702058,0.990905821297942
"Christ Hospital Health Network (The) (OH)",841029000,838580313.256781,-2448686.74321914,6646776.20352335,0.009094178702058,0.990905821297942
"Christ Hospital Health Network (The) (OH)",883398999.999999,891948032.189123,8549032.18912339,6646776.20352335,0.009094178702058,0.990905821297942
"Christiana Care Health Services (DE)",1236022328,1236022327.99966,-0.000342607498168945,12429843.0509325,0.00787984075897341,0.992120159241027
"Christiana Care Health Services (DE)",1308275952,1303956834.17096,-4319117.82903552,12429843.0509325,0.00787984075897341,0.992120159241027
"Christiana Care Health Services (DE)",1369139882,1388434582.47073,19294700.4707279,12429843.0509325,0.00787984075897341,0.992120159241027
"Christiana Care Health Services (DE)",1484092106,1478662865.89059,-5429240.10941243,12429843.0509325,0.00787984075897341,0.992120159241027
"Christiana Care Health Services (DE)",1587494204,1575051254.91101,-12442949.088989,12429843.0509325,0.00787984075897341,0.992120159241027
"Christiana Care Health Services (DE)",1699576678,1678039736.19764,-21536941.8023615,12429843.0509325,0.00787984075897341,0.992120159241027
"Christiana Care Health Services (DE)",1764115109,1788101061.05566,23985952.0556588,12429843.0509325,0.00787984075897341,0.992120159241027
"CHRISTUS Health (TX)",3237980000,3237979999.99816,-0.00184059143066406,224350242.965714,0.0628345537570038,0.937165446242996
"CHRISTUS Health (TX)",3212259000,3011734208.59316,-200524791.406832,224350242.965714,0.0628345537570038,0.937165446242996
"CHRISTUS Health (TX)",3224163000,3158856037.263,-65306962.7370028,224350242.965714,0.0628345537570038,0.937165446242996
"CHRISTUS Health (TX)",3138736000,3313510019.12442,174774019.124419,224350242.965714,0.0628345537570038,0.937165446242996
"CHRISTUS Health (TX)",3233738000,3476098738.71723,242360738.717232,224350242.965714,0.0628345537570038,0.937165446242996
"CHRISTUS Health (TX)",3317880000,3647047173.04807,329167173.04806,224350242.965714,0.0628345537570038,0.937165446242996
"CHRISTUS Health (TX)",4385121999.99999,3826803984.27539,-558318015.724607,224350242.965714,0.0628345537570038,0.937165446242996
"Cincinnati Children's Hospital Medical Center (OH)",1144142000,1144141999.99991,-9.34600830078125e-05,27674311.4719379,0.0185732214461655,0.981426778553835
"Cincinnati Children's Hospital Medical Center (OH)",1245557000,1272344607.33346,26787607.3334608,27674311.4719379,0.0185732214461655,0.981426778553835
"Cincinnati Children's Hospital Medical Center (OH)",1332851000,1339862449.24034,7011449.24033546,27674311.4719379,0.0185732214461655,0.981426778553835
"Cincinnati Children's Hospital Medical Center (OH)",1435526000,1411143117.78166,-24382882.2183394,27674311.4719379,0.0185732214461655,0.981426778553835
"Cincinnati Children's Hospital Medical Center (OH)",1527936000,1486405927.86941,-41530072.1305947,27674311.4719379,0.0185732214461655,0.981426778553835
"Cincinnati Children's Hospital Medical Center (OH)",1597867000,1565883517.0157,-31983482.9843051,27674311.4719379,0.0185732214461655,0.981426778553835
"Cincinnati Children's Hospital Medical Center (OH)",1587798000,1649822686.39643,62024686.3964362,27674311.4719379,0.0185732214461655,0.981426778553835
"City of Hope (CA)",602884000,602883999.999989,-1.07288360595703e-05,42937010.6359223,0.0488509835846439,0.951149016415356
"City of Hope (CA)",737359000.000001,696116724.175353,-41242275.8246478,42937010.6359223,0.0488509835846439,0.951149016415356
"City of Hope (CA)",777693999.999999,793138301.350957,15444301.3509573,42937010.6359223,0.0488509835846439,0.951149016415356
"City of Hope (CA)",798188000,904438243.761954,106250243.761954,42937010.6359223,0.0488509835846439,0.951149016415356
"City of Hope (CA)",1119808000,1032225016.92619,-87582983.0738133,42937010.6359223,0.0488509835846439,0.951149016415356
"City of Hope (CA)",1186167000,1179064740.19585,-7102259.80415034,42937010.6359223,0.0488509835846439,0.951149016415356
"Cleveland Clinic Health System (OH)",5212524000.00001,5212523999.99745,-0.00255584716796875,88632774.5094622,0.013787614462933,0.986212385537067
"Cleveland Clinic Health System (OH)",5609926000,5513974306.51331,-95951693.4866943,88632774.5094622,0.013787614462933,0.986212385537067
"Cleveland Clinic Health System (OH)",5873582000,5861076900.8391,-12505099.1608963,88632774.5094622,0.013787614462933,0.986212385537067
"Cleveland Clinic Health System (OH)",6070117000.00001,6231064673.57964,160947673.579638,88632774.5094622,0.013787614462933,0.986212385537067
"Cleveland Clinic Health System (OH)",6481179000.00001,6625512113.74183,144333113.741817,88632774.5094622,0.013787614462933,0.986212385537067
"Cleveland Clinic Health System (OH)",7249372000,7046106398.21818,-203265601.781813,88632774.5094622,0.013787614462933,0.986212385537067
"Cleveland Clinic Health System (OH)",7498081999.99999,7494655760.18717,-3426239.81282234,88632774.5094622,0.013787614462933,0.986212385537067
"CMC (Catholic Medical Center ) Healthcare System (NH)",281406263,281406262.999999,-1.01327896118164e-06,5544974.1166716,0.0168026283778866,0.983197371622113
"CMC (Catholic Medical Center ) Healthcare System (NH)",284416129,279362996.230533,-5053132.76946688,5544974.1166716,0.0168026283778866,0.983197371622113
"CMC (Catholic Medical Center ) Healthcare System (NH)",298890289,296496152.467756,-2394136.53224409,5544974.1166716,0.0168026283778866,0.983197371622113
"CMC (Catholic Medical Center ) Healthcare System (NH)",313382239,314737405.682885,1355166.68288529,5544974.1166716,0.0168026283778866,0.983197371622113
"CMC (Catholic Medical Center ) Healthcare System (NH)",316580493,334161966.526722,17581473.5267224,5544974.1166716,0.0168026283778866,0.983197371622113
"CMC (Catholic Medical Center ) Healthcare System (NH)",355008107,354850381.953693,-157725.046307385,5544974.1166716,0.0168026283778866,0.983197371622113
"CMC (Catholic Medical Center ) Healthcare System (NH)",389162113.999999,376888929.740925,-12273184.2590742,5544974.1166716,0.0168026283778866,0.983197371622113
"Columbus Regional Healthcare System (GA)",434688423,434688423.000696,0.000696480274200439,12366275.5936898,0.0318752196796076,0.968124780320392
"Columbus Regional Healthcare System (GA)",428217435,407463467.285525,-20753967.7144747,12366275.5936898,0.0318752196796076,0.968124780320392
"Columbus Regional Healthcare System (GA)",407205050,402353684.799166,-4851365.20083344,12366275.5936898,0.0318752196796076,0.968124780320392
"Columbus Regional Healthcare System (GA)",362435624.999999,397311172.973106,34875547.9731063,12366275.5936898,0.0318752196796076,0.968124780320392
"Columbus Regional Healthcare System (GA)",385182692,392335006.222699,7152314.22269905,12366275.5936898,0.0318752196796076,0.968124780320392
"Columbus Regional Healthcare System (GA)",393568617,387424272.226598,-6144344.77340186,12366275.5936898,0.0318752196796076,0.968124780320392
"Columbus Regional Healthcare System (GA)",395364461,382578071.729383,-12786389.2706169,12366275.5936898,0.0318752196796076,0.968124780320392
"Comanche County Memorial Hospital (OK)",199959884,199959884.000059,5.8978796005249e-05,3277517.24527285,0.0139673974859061,0.986032602514094
"Comanche County Memorial Hospital (OK)",207787942,212459283.291594,4671341.29159361,3277517.24527285,0.0139673974859061,0.986032602514094
"Comanche County Memorial Hospital (OK)",222452257,221586232.732484,-866024.267516166,3277517.24527285,0.0139673974859061,0.986032602514094
"Comanche County Memorial Hospital (OK)",237426810,231126587.531865,-6300222.46813446,3277517.24527285,0.0139673974859061,0.986032602514094
"Comanche County Memorial Hospital (OK)",245510913,241099994.100292,-4410918.89970741,3277517.24527285,0.0139673974859061,0.986032602514094
"Comanche County Memorial Hospital (OK)",246126775,251527074.559698,5400299.55969808,3277517.24527285,0.0139673974859061,0.986032602514094
"Comanche County Memorial Hospital (OK)",261135663,262429477.230202,1293814.23020124,3277517.24527285,0.0139673974859061,0.986032602514094
"Community Health Network (IN)",1260198000,1260198000.00028,0.000282049179077148,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Network (IN)",1578452000,1574842647.33641,-3609352.66359425,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Network (IN)",1673572000,1688763361.02469,15191361.0246928,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Network (IN)",1815892000,1811342010.65562,-4549989.34438348,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Network (IN)",1966024000,1943267030.45499,-22756969.5450158,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Network (IN)",2073006000,2085283932.10473,12277932.1047292,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Network (IN)",2235108000,2238200224.89205,3092224.8920517,8782547.08210703,0.00467869537585763,0.995321304624142
"Community Health Systems (TN)",11906212000,11906211999.9961,-0.00384902954101562,1849159856.35665,0.113368294177718,0.886631705822282
"Community Health Systems (TN)",13028985000,13975765891.9931,946780891.993099,1849159856.35665,0.113368294177718,0.886631705822282
"Community Health Systems (TN)",1.2819e+10,14770527689.5792,1951527689.5792,1849159856.35665,0.113368294177718,0.886631705822282
"Community Health Systems (TN)",1.8639e+10,15612529653.1974,-3026470346.80264,1849159856.35665,0.113368294177718,0.886631705822282
"Community Health Systems (TN)",1.9437e+10,16504696673.0922,-2932303326.90783,1849159856.35665,0.113368294177718,0.886631705822282
"Community Health Systems (TN)",1.8438e+10,17450141739.997,-987858260.003033,1849159856.35665,0.113368294177718,0.886631705822282
"Community Health Systems (TN)",1.5353e+10,18452178479.2069,3099178479.20687,1849159856.35665,0.113368294177718,0.886631705822282
"Community Memorial Health System (CA)",282599300,282599299.999856,-0.000144541263580322,7407745.52872334,0.0222031998321786,0.977796800167821
"Community Memorial Health System (CA)",310194593,307778318.001106,-2416274.99889451,7407745.52872334,0.0222031998321786,0.977796800167821
"Community Memorial Health System (CA)",304465205,317953012.538251,13487807.5382512,7407745.52872334,0.0222031998321786,0.977796800167821
"Community Memorial Health System (CA)",335818276,328481844.846078,-7336431.15392166,7407745.52872334,0.0222031998321786,0.977796800167821
"Community Memorial Health System (CA)",356005654.999999,339377731.13778,-16627923.8622196,7407745.52872334,0.0222031998321786,0.977796800167821
"Community Memorial Health System (CA)",341039442,350654079.375878,9614637.3758775,7407745.52872334,0.0222031998321786,0.977796800167821
"Community Memorial Health System (CA)",359953665.000001,362324808.771755,2371143.77175438,7407745.52872334,0.0222031998321786,0.977796800167821
"Cone Health aka Moses H. Cone Health (NC)",885148000,885147999.999855,-0.000144720077514648,44003919.9636829,0.0322922880975156,0.967707711902484
"Cone Health aka Moses H. Cone Health (NC)",995983000,1025131571.56734,29148571.5673412,44003919.9636829,0.0322922880975156,0.967707711902484
"Cone Health aka Moses H. Cone Health (NC)",1098483000,1137706613.39952,39223613.3995221,44003919.9636829,0.0322922880975156,0.967707711902484
"Cone Health aka Moses H. Cone Health (NC)",1335608000,1263304949.97723,-72303050.0227709,44003919.9636829,0.0322922880975156,0.967707711902484
"Cone Health aka Moses H. Cone Health (NC)",1486715000,1403506717.98823,-83208282.0117674,44003919.9636829,0.0322922880975156,0.967707711902484
"Cone Health aka Moses H. Cone Health (NC)",1560610000,1560092407.59015,-517592.409851313,44003919.9636829,0.0322922880975156,0.967707711902484
"Cone Health aka Moses H. Cone Health (NC)",1651443000,1735069330.33438,83626330.3343828,44003919.9636829,0.0322922880975156,0.967707711902484
"Conway Hospital (SC)",147151562,147151562.000037,3.65972518920898e-05,4663324.08322403,0.0264751604502437,0.973524839549756
"Conway Hospital (SC)",151462402,154449416.882524,2987014.88252357,4663324.08322403,0.0264751604502437,0.973524839549756
"Conway Hospital (SC)",157809959,161274799.27954,3464840.27954021,4663324.08322403,0.0264751604502437,0.973524839549756
"Conway Hospital (SC)",172233199,168418508.859632,-3814690.14036801,4663324.08322403,0.0264751604502437,0.973524839549756
"Conway Hospital (SC)",184228258,175896134.411057,-8332123.58894312,4663324.08322403,0.0264751604502437,0.973524839549756
"Conway Hospital (SC)",188171232,183724063.028432,-4447168.97156808,4663324.08322403,0.0264751604502437,0.973524839549756
"Conway Hospital (SC)",182322092,191919522.719589,9597430.71958864,4663324.08322403,0.0264751604502437,0.973524839549756
"Cook Children's Health Care System (TX)",743442000.000001,743442000.000223,0.000221967697143555,16737565.0044955,0.0171929977260493,0.982807002273951
"Cook Children's Health Care System (TX)",857650000.000001,845322320.861027,-12327679.1389738,16737565.0044955,0.0171929977260493,0.982807002273951
"Cook Children's Health Care System (TX)",880875000,882491533.716934,1616533.71693337,16737565.0044955,0.0171929977260493,0.982807002273951
"Cook Children's Health Care System (TX)",907083999.999999,921378091.117887,14294091.1178879,16737565.0044955,0.0171929977260493,0.982807002273951
"Cook Children's Health Care System (TX)",931881999.999999,962065009.17815,30183009.1781507,16737565.0044955,0.0171929977260493,0.982807002273951
"Cook Children's Health Care System (TX)",1051872000,1004639487.76099,-47232512.2390093,16737565.0044955,0.0171929977260493,0.982807002273951
"Cook Children's Health Care System (TX)",1037684000,1049193129.64029,11509129.6402916,16737565.0044955,0.0171929977260493,0.982807002273951
"Cooper Health System (NJ)",719620000.000001,719620000.000218,0.000217318534851074,12184735.4409833,0.0121018334948693,0.987898166505131
"Cooper Health System (NJ)",759659000,757414516.329843,-2244483.67015707,12184735.4409833,0.0121018334948693,0.987898166505131
"Cooper Health System (NJ)",812884000.000001,822319936.703553,9435936.70355213,12184735.4409833,0.0121018334948693,0.987898166505131
"Cooper Health System (NJ)",885915000.000001,893082556.982666,7167556.98266447,12184735.4409833,0.0121018334948693,0.987898166505131
"Cooper Health System (NJ)",985973999.999999,970256507.813522,-15717492.1864765,12184735.4409833,0.0121018334948693,0.987898166505131
"Cooper Health System (NJ)",1079453000,1054450679.68266,-25002320.3173441,12184735.4409833,0.0121018334948693,0.987898166505131
"Cooper Health System (NJ)",1120609000,1146334358.22647,25725358.2264714,12184735.4409833,0.0121018334948693,0.987898166505131
"Cottage Health System (CA)",568361361.000001,568361360.999877,-0.000123262405395508,17877064.5608519,0.0260180727089777,0.973981927291022
"Cottage Health System (CA)",604920054.000001,637256110.135675,32336056.1356741,17877064.5608519,0.0260180727089777,0.973981927291022
"Cottage Health System (CA)",691531179.999999,665366596.333326,-26164583.6666727,17877064.5608519,0.0260180727089777,0.973981927291022
"Cottage Health System (CA)",717835997.000001,694780942.81438,-23055054.1856202,17877064.5608519,0.0260180727089777,0.973981927291022
"Cottage Health System (CA)",739954114.000001,725562459.252396,-14391654.7476056,17877064.5608519,0.0260180727089777,0.973981927291022
"Cottage Health System (CA)",734109000.000001,757777661.703442,23668661.7034407,17877064.5608519,0.0260180727089777,0.973981927291022
"Cottage Health System (CA)",785973000,791496441.486826,5523441.48682654,17877064.5608519,0.0260180727089777,0.973981927291022
"Covenant Health Systems, Inc (MI)",464584999.999999,464584999.999805,-0.000194787979125977,7825867.05210303,0.0149914062279258,0.985008593772074
"Covenant Health Systems, Inc (MI)",478490999.999999,466277032.287421,-12213967.7125783,7825867.05210303,0.0149914062279258,0.985008593772074
"Covenant Health Systems, Inc (MI)",482607000,491569987.661817,8962987.66181678,7825867.05210303,0.0149914062279258,0.985008593772074
"Covenant Health Systems, Inc (MI)",504231000.000001,518307399.694006,14076399.6940051,7825867.05210303,0.0149914062279258,0.985008593772074
"Covenant Health Systems, Inc (MI)",546986000,546575716.843243,-410283.156757116,7825867.05210303,0.0149914062279258,0.985008593772074
"Covenant Health Systems, Inc (MI)",591618000,576466789.330949,-15151210.6690511,7825867.05210303,0.0149914062279258,0.985008593772074
"Covenant Health Systems, Inc (MI)",604111999.999999,608078220.470317,3966220.47031808,7825867.05210303,0.0149914062279258,0.985008593772074
"CoxHealth (MO)",847690295.999999,847690295.999969,-3.01599502563477e-05,19612881.5210155,0.0193247448446906,0.980675255155309
"CoxHealth (MO)",871757138.000001,908945944.026965,37188806.0269639,19612881.5210155,0.0193247448446906,0.980675255155309
"CoxHealth (MO)",992749893.999999,967411227.1214,-25338666.8785985,19612881.5210155,0.0193247448446906,0.980675255155309
"CoxHealth (MO)",1068783766,1029831107.80409,-38952658.195907,19612881.5210155,0.0193247448446906,0.980675255155309
"CoxHealth (MO)",1101631761,1096485650.55046,-5146110.44953775,19612881.5210155,0.0193247448446906,0.980675255155309
"CoxHealth (MO)",1149215719,1167675612.78949,18459893.7894917,19612881.5210155,0.0193247448446906,0.980675255155309
"CoxHealth (MO)",1231520000,1243724035.30658,12204035.3065798,19612881.5210155,0.0193247448446906,0.980675255155309
"Dana Farber Cancer Center (MA)",540815000,540814999.999961,-3.83853912353516e-05,17520549.7292857,0.0236133445621046,0.976386655437895
"Dana Farber Cancer Center (MA)",596633999.999999,574803442.090972,-21830557.9090272,17520549.7292857,0.0236133445621046,0.976386655437895
"Dana Farber Cancer Center (MA)",635458000,639924377.59814,4466377.59814012,17520549.7292857,0.0236133445621046,0.976386655437895
"Dana Farber Cancer Center (MA)",679175000,712829979.856589,33654979.8565891,17520549.7292857,0.0236133445621046,0.976386655437895
"Dana Farber Cancer Center (MA)",773222000.000001,794497593.215408,21275593.2154071,17520549.7292857,0.0236133445621046,0.976386655437895
"Dana Farber Cancer Center (MA)",925328000,886032941.966358,-39295058.0336416,17520549.7292857,0.0236133445621046,0.976386655437895
"Dana Farber Cancer Center (MA)",990809000,988687718.507844,-2121281.49215639,17520549.7292857,0.0236133445621046,0.976386655437895
"Dartmouth-Hitchcock (NH)",156876536,156876536.000032,3.23355197906494e-05,39985601.0581112,0.0337441551951522,0.966255844804848
"Dartmouth-Hitchcock (NH)",863095000.000001,933054093.8384,69959093.8383985,39985601.0581112,0.0337441551951522,0.966255844804848
"Dartmouth-Hitchcock (NH)",1173531000,1067298167.86123,-106232832.13877,39985601.0581112,0.0337441551951522,0.966255844804848
"Dartmouth-Hitchcock (NH)",1229848000,1221925289.93705,-7922710.06295323,39985601.0581112,0.0337441551951522,0.966255844804848
"Dartmouth-Hitchcock (NH)",1380559000,1400186751.32474,19627751.324734,39985601.0581112,0.0337441551951522,0.966255844804848
"Dartmouth-Hitchcock (NH)",1634154000,1605876654.74574,-28277345.2542546,39985601.0581112,0.0337441551951522,0.966255844804848
"Dartmouth-Hitchcock (NH)",1795547000,1843426474.78763,47879474.7876356,39985601.0581112,0.0337441551951522,0.966255844804848
"DCH Health Authority aka DCH Health System (AL)",423850779,423850779.000139,0.000138580799102783,8070599.45405995,0.0172663431250629,0.982733656874937
"DCH Health Authority aka DCH Health System (AL)",436992839,429486793.419897,-7506045.58010244,8070599.45405995,0.0172663431250629,0.982733656874937
"DCH Health Authority aka DCH Health System (AL)",437931614,443289462.90695,5357848.90695059,8070599.45405995,0.0172663431250629,0.982733656874937
"DCH Health Authority aka DCH Health System (AL)",443434583,457558747.944566,14124164.944566,8070599.45405995,0.0172663431250629,0.982733656874937
"DCH Health Authority aka DCH Health System (AL)",478538424,472311166.18321,-6227257.8167901,8070599.45405995,0.0172663431250629,0.982733656874937
"DCH Health Authority aka DCH Health System (AL)",502414168.000001,487563845.246282,-14850322.7537188,8070599.45405995,0.0172663431250629,0.982733656874937
"DCH Health Authority aka DCH Health System (AL)",494905989.999999,503334546.176153,8428556.17615318,8070599.45405995,0.0172663431250629,0.982733656874937
"Deaconess Health System (IN)",587721153.000001,587721153.000143,0.00014197826385498,14964348.3195511,0.0192346928656304,0.98076530713437
"Deaconess Health System (IN)",633805233.000001,634814810.09703,1009577.09702909,14964348.3195511,0.0192346928656304,0.98076530713437
"Deaconess Health System (IN)",657804695,682678957.821598,24874262.8215975,14964348.3195511,0.0192346928656304,0.98076530713437
"Deaconess Health System (IN)",750857933.999999,734343411.811079,-16514522.1889198,14964348.3195511,0.0192346928656304,0.98076530713437
"Deaconess Health System (IN)",826686688,790124474.668992,-36562213.3310081,14964348.3195511,0.0192346928656304,0.98076530713437
"Deaconess Health System (IN)",849224390.000001,850365944.620612,1141554.62061059,14964348.3195511,0.0192346928656304,0.98076530713437
"Deaconess Health System (IN)",890793296,915441604.177551,24648308.1775506,14964348.3195511,0.0192346928656304,0.98076530713437
"Decatur Hospital Authority dba Wise Regional Health System (TX)",121001914,121001914.000009,8.5979700088501e-06,22076004.6257558,0.0851714723969834,0.914828527603017
"Decatur Hospital Authority dba Wise Regional Health System (TX)",138277884,145225535.314209,6947651.31420848,22076004.6257558,0.0851714723969834,0.914828527603017
"Decatur Hospital Authority dba Wise Regional Health System (TX)",156562929,169671620.755456,13108691.7554558,22076004.6257558,0.0851714723969834,0.914828527603017
"Decatur Hospital Authority dba Wise Regional Health System (TX)",202285699,198488226.273204,-3797472.72679573,22076004.6257558,0.0851714723969834,0.914828527603017
"Decatur Hospital Authority dba Wise Regional Health System (TX)",311476507.000001,232500688.57089,-78975818.429111,22076004.6257558,0.0851714723969834,0.914828527603017
"Decatur Hospital Authority dba Wise Regional Health System (TX)",250837094,272698252.335841,21861158.335841,22076004.6257558,0.0851714723969834,0.914828527603017
"Decatur Hospital Authority dba Wise Regional Health System (TX)",290426940,320268179.81887,29841239.8188697,22076004.6257558,0.0851714723969834,0.914828527603017
"Dekalb Regional Health System (GA)",377866000.000001,377866000.000239,0.000238955020904541,2376830.62861337,0.00553659411756428,0.994463405882436
"Dekalb Regional Health System (GA)",383030000,380399300.008079,-2630699.99192107,2376830.62861337,0.00553659411756428,0.994463405882436
"Dekalb Regional Health System (GA)",396578999.999999,396704921.538269,125921.538269162,2376830.62861337,0.00553659411756428,0.994463405882436
"Dekalb Regional Health System (GA)",413864000,413746364.753631,-117635.246369064,2376830.62861337,0.00553659411756428,0.994463405882436
"Dekalb Regional Health System (GA)",423445000,431558424.811718,8113424.8117184,2376830.62861337,0.00553659411756428,0.994463405882436
"Dekalb Regional Health System (GA)",452088000,450177614.537234,-1910385.46276617,2376830.62861337,0.00553659411756428,0.994463405882436
"Dekalb Regional Health System (GA)",473382000,469642252.650989,-3739747.34901077,2376830.62861337,0.00553659411756428,0.994463405882436
"Delta Regional Medical Center (MS)",125907358,125907358.000765,0.000765353441238403,1376318.05828126,0.0113558573220741,0.988644142677926
"Delta Regional Medical Center (MS)",122880063,122546061.984862,-334001.015138358,1376318.05828126,0.0113558573220741,0.988644142677926
"Delta Regional Medical Center (MS)",121338245,122091524.399572,753279.399572015,1376318.05828126,0.0113558573220741,0.988644142677926
"Delta Regional Medical Center (MS)",119854175,121638762.930627,1784587.93062694,1376318.05828126,0.0113558573220741,0.988644142677926
"Delta Regional Medical Center (MS)",123445506,121187770.312584,-2257735.68741576,1376318.05828126,0.0113558573220741,0.988644142677926
"Delta Regional Medical Center (MS)",123003348,120738539.29691,-2264808.70308961,1376318.05828126,0.0113558573220741,0.988644142677926
"Delta Regional Medical Center (MS)",118051249,120291062.671361,2239813.67136075,1376318.05828126,0.0113558573220741,0.988644142677926
"Dignity Health (CA)",8520936000.00001,8520936000.00246,0.00245285034179688,307249316.440143,0.0286435141868647,0.971356485813135
"Dignity Health (CA)",8718695000.00001,8792051952.40783,73356952.407814,307249316.440143,0.0286435141868647,0.971356485813135
"Dignity Health (CA)",9444559000.00001,9359778119.39756,-84780880.6024437,307249316.440143,0.0286435141868647,0.971356485813135
"Dignity Health (CA)",9458455999.99999,9965867905.45946,507411905.459463,307249316.440143,0.0286435141868647,0.971356485813135
"Dignity Health (CA)",11390138000,10613024509.5904,-777113490.409609,307249316.440143,0.0286435141868647,0.971356485813135
